Row,Column,Value
RWA,F1970,0.192
RWA,F1971,-0.251
RWA,F1972,0.122
RWA,F1973,0.559
RWA,F1974,0.073
RWA,F1975,
RWA,F1976,
RWA,F1977,
RWA,F1978,
RWA,F1979,
RWA,F1980,
RWA,F1981,
RWA,F1982,0.437
RWA,F1983,0.776
RWA,F1984,
RWA,F1985,
RWA,F1986,0.665
RWA,F1987,0.458
RWA,F1988,0.268
RWA,F1989,-0.022
RWA,F1990,0.279
RWA,F1991,-0.127
RWA,F1992,0.004
RWA,F1993,
RWA,F1994,
RWA,F1995,
RWA,F1996,
RWA,F1997,
RWA,F1998,0.545
RWA,F1999,
RWA,F2000,
RWA,F2001,0.258
RWA,F2002,0.664
RWA,F2003,0.909
RWA,F2004,0.704
RWA,F2005,
RWA,F2006,
RWA,F2007,1.25
RWA,F2008,
RWA,F2009,
RWA,F2010,
RWA,F2011,
RWA,F2012,
RWA,F2013,
RWA,F2014,
RWA,F2015,
RWA,F2016,
RWA,F2017,
RWA,F2018,
RWA,F2019,
RWA,F2020,
RWA,F2021,
RWA,F2022,
SAU,F1961,-0.157
SAU,F1962,0.688
SAU,F1963,0.488
SAU,F1964,-0.47
SAU,F1965,0.16
SAU,F1966,0.65
SAU,F1967,-0.69
SAU,F1968,-0.391
SAU,F1969,0.529
SAU,F1970,0.363
SAU,F1971,-0.428
SAU,F1972,-0.559
SAU,F1973,-0.234
SAU,F1974,-0.241
SAU,F1975,-0.316
SAU,F1976,-0.405
SAU,F1977,0.139
SAU,F1978,-0.22
SAU,F1979,0.873
SAU,F1980,0.047
SAU,F1981,0.077
SAU,F1982,-0.397
SAU,F1983,-0.847
SAU,F1984,-0.309
SAU,F1985,-0.019
SAU,F1986,0.19
SAU,F1987,0.532
SAU,F1988,0.452
SAU,F1989,-0.112
SAU,F1990,0.095
SAU,F1991,0.376
SAU,F1992,-0.985
SAU,F1993,-0.186
SAU,F1994,0.655
SAU,F1995,0.193
SAU,F1996,0.58
SAU,F1997,0.01
SAU,F1998,1.035
SAU,F1999,1.489
SAU,F2000,0.787
SAU,F2001,0.884
SAU,F2002,1.092
SAU,F2003,0.981
SAU,F2004,0.975
SAU,F2005,0.542
SAU,F2006,1.202
SAU,F2007,0.706
SAU,F2008,0.906
SAU,F2009,1.028
SAU,F2010,2.18
SAU,F2011,0.893
SAU,F2012,1.241
SAU,F2013,1.204
SAU,F2014,1.249
SAU,F2015,1.867
SAU,F2016,1.533
SAU,F2017,1.78
SAU,F2018,1.887
SAU,F2019,1.69
SAU,F2020,1.488
SAU,F2021,2.203
SAU,F2022,1.745
SDN,F1961,
SDN,F1962,
SDN,F1963,
SDN,F1964,
SDN,F1965,
SDN,F1966,
SDN,F1967,
SDN,F1968,
SDN,F1969,
SDN,F1970,
SDN,F1971,
SDN,F1972,
SDN,F1973,
SDN,F1974,
SDN,F1975,
SDN,F1976,
SDN,F1977,
SDN,F1978,
SDN,F1979,
SDN,F1980,
SDN,F1981,
SDN,F1982,
SDN,F1983,
SDN,F1984,
SDN,F1985,
SDN,F1986,
SDN,F1987,
SDN,F1988,
SDN,F1989,
SDN,F1990,
SDN,F1991,
SDN,F1992,
SDN,F1993,
SDN,F1994,
SDN,F1995,
SDN,F1996,
SDN,F1997,
SDN,F1998,
SDN,F1999,
SDN,F2000,
SDN,F2001,
SDN,F2002,
SDN,F2003,
SDN,F2004,
SDN,F2005,
SDN,F2006,
SDN,F2007,
SDN,F2008,
SDN,F2009,
SDN,F2010,
SDN,F2011,0.881
SDN,F2012,1.032
SDN,F2013,1.147
SDN,F2014,0.952
SDN,F2015,1.502
SDN,F2016,1.172
SDN,F2017,1.21
SDN,F2018,1.227
SDN,F2019,0.881
SDN,F2020,0.458
SDN,F2021,1.241
SDN,F2022,0.773
SEN,F1961,-0.185
SEN,F1962,-0.023
SEN,F1963,0.082
SEN,F1964,-0.212
SEN,F1965,-0.449
SEN,F1966,-0.079
SEN,F1967,-0.433
SEN,F1968,-0.52
SEN,F1969,0.763
SEN,F1970,0.557
SEN,F1971,-0.036
SEN,F1972,0.38
SEN,F1973,0.713
SEN,F1974,-0.432
SEN,F1975,-0.235
SEN,F1976,-0.063
SEN,F1977,0.552
SEN,F1978,0.506
SEN,F1979,0.809
SEN,F1980,0.943
SEN,F1981,0.767
SEN,F1982,0.339
SEN,F1983,1.25
SEN,F1984,0.661
SEN,F1985,0.526
SEN,F1986,0.483
SEN,F1987,1.022
SEN,F1988,0.874
SEN,F1989,0.575
SEN,F1990,1.193
SEN,F1991,0.8
SEN,F1992,0.875
SEN,F1993,1.097
SEN,F1994,0.634
SEN,F1995,0.938
SEN,F1996,1.219
SEN,F1997,1.37
SEN,F1998,1.574
SEN,F1999,0.581
SEN,F2000,0.918
SEN,F2001,1.168
SEN,F2002,1.425
SEN,F2003,1.15
SEN,F2004,1.157
SEN,F2005,1.366
SEN,F2006,1.37
SEN,F2007,1.202
SEN,F2008,1.294
SEN,F2009,0.703
SEN,F2010,1.432
SEN,F2011,1.187
SEN,F2012,0.834
SEN,F2013,1.18
SEN,F2014,1.105
SEN,F2015,1.212
SEN,F2016,1.542
SEN,F2017,1.744
SEN,F2018,0.964
SEN,F2019,1.396
SEN,F2020,1.665
SEN,F2021,1.782
SEN,F2022,1.405
SGP,F1961,
SGP,F1962,
SGP,F1963,
SGP,F1964,-0.075
SGP,F1965,-0.466
SGP,F1966,-0.007
SGP,F1967,-0.091
SGP,F1968,-0.37
SGP,F1969,0.344
SGP,F1970,0.124
SGP,F1971,-0.181
SGP,F1972,
SGP,F1973,0.086
SGP,F1974,-0.084
SGP,F1975,0.004
SGP,F1976,0.274
SGP,F1977,
SGP,F1978,0.206
SGP,F1979,0.174
SGP,F1980,0.285
SGP,F1981,0.516
SGP,F1982,0.195
SGP,F1983,
SGP,F1984,
SGP,F1985,
SGP,F1986,-0.015
SGP,F1987,0.416
SGP,F1988,0.323
SGP,F1989,
SGP,F1990,
SGP,F1991,
SGP,F1992,
SGP,F1993,0.289
SGP,F1994,0.669
SGP,F1995,0.544
SGP,F1996,0.328
SGP,F1997,0.964
SGP,F1998,
SGP,F1999,0.353
SGP,F2000,
SGP,F2001,
SGP,F2002,0.776
SGP,F2003,
SGP,F2004,
SGP,F2005,
SGP,F2006,
SGP,F2007,
SGP,F2008,
SGP,F2009,
SGP,F2010,1.059
SGP,F2011,0.74
SGP,F2012,0.826
SGP,F2013,1.15
SGP,F2014,1.331
SGP,F2015,1.537
SGP,F2016,2.038
SGP,F2017,1.587
SGP,F2018,1.37
SGP,F2019,1.878
SGP,F2020,1.585
SGP,F2021,1.3
SGP,F2022,1.311
SHN,F1961,0.144
SHN,F1962,-0.07
SHN,F1963,0.04
SHN,F1964,-0.026
SHN,F1965,-0.145
SHN,F1966,0.055
SHN,F1967,-0.306
SHN,F1968,0.195
SHN,F1969,0.045
SHN,F1970,-0.258
SHN,F1971,-0.206
SHN,F1972,0.546
SHN,F1973,-0.143
SHN,F1974,0.249
SHN,F1975,0.379
SHN,F1976,0.353
SHN,F1977,-0.046
SHN,F1978,0.093
SHN,F1979,0.032
SHN,F1980,0.279
SHN,F1981,0.105
SHN,F1982,0.107
SHN,F1983,0.454
SHN,F1984,0.678
SHN,F1985,0.398
SHN,F1986,0.789
SHN,F1987,0.327
SHN,F1988,0.527
SHN,F1989,0.2
SHN,F1990,0.752
SHN,F1991,0.643
SHN,F1992,0.245
SHN,F1993,0.736
SHN,F1994,0.986
SHN,F1995,0.658
SHN,F1996,0.451
SHN,F1997,0.895
SHN,F1998,1.22
SHN,F1999,1.39
SHN,F2000,1.465
SHN,F2001,1.074
SHN,F2002,1.167
SHN,F2003,1.385
SHN,F2004,1.43
SHN,F2005,1.321
SHN,F2006,1.595
SHN,F2007,1.021
SHN,F2008,1.099
SHN,F2009,1.668
SHN,F2010,1.135
SHN,F2011,1.447
SHN,F2012,1.255
SHN,F2013,1.218
SHN,F2014,1.322
SHN,F2015,1.902
SHN,F2016,1.647
SHN,F2017,1.37
SHN,F2018,1.609
SHN,F2019,1.645
SHN,F2020,1.407
SHN,F2021,1.747
SHN,F2022,1.686
SLB,F1961,0.097
SLB,F1962,0.093
SLB,F1963,-0.075
SLB,F1964,0.13
SLB,F1965,-0.478
SLB,F1966,-0.139
SLB,F1967,-0.138
SLB,F1968,-0.142
SLB,F1969,0.244
SLB,F1970,0.149
SLB,F1971,-0.121
SLB,F1972,-0.327
SLB,F1973,0.206
SLB,F1974,0.113
SLB,F1975,0.061
SLB,F1976,-0.055
SLB,F1977,
SLB,F1978,0.346
SLB,F1979,0.27
SLB,F1980,0.208
SLB,F1981,0.475
SLB,F1982,-0.054
SLB,F1983,0.331
SLB,F1984,0.272
SLB,F1985,0.22
SLB,F1986,0.009
SLB,F1987,-0.016
SLB,F1988,0.645
SLB,F1989,0.158
SLB,F1990,
SLB,F1991,0.26
SLB,F1992,0.492
SLB,F1993,0.057
SLB,F1994,0.043
SLB,F1995,0.643
SLB,F1996,0.402
SLB,F1997,0.293
SLB,F1998,0.654
SLB,F1999,0.249
SLB,F2000,0.563
SLB,F2001,
SLB,F2002,
SLB,F2003,0.592
SLB,F2004,0.752
SLB,F2005,0.792
SLB,F2006,0.549
SLB,F2007,0.962
SLB,F2008,
SLB,F2009,0.319
SLB,F2010,0.69
SLB,F2011,0.797
SLB,F2012,0.887
SLB,F2013,0.789
SLB,F2014,0.766
SLB,F2015,0.674
SLB,F2016,
SLB,F2017,
SLB,F2018,
SLB,F2019,
SLB,F2020,1.185
SLB,F2021,0.955
SLB,F2022,1.038
SLE,F1961,-0.101
SLE,F1962,-0.084
SLE,F1963,0.176
SLE,F1964,-0.156
SLE,F1965,-0.281
SLE,F1966,-0.001
SLE,F1967,-0.124
SLE,F1968,-0.058
SLE,F1969,0.278
SLE,F1970,0.353
SLE,F1971,-0.134
SLE,F1972,0.162
SLE,F1973,0.481
SLE,F1974,-0.018
SLE,F1975,-0.107
SLE,F1976,-0.195
SLE,F1977,0.196
SLE,F1978,0.257
SLE,F1979,0.572
SLE,F1980,0.431
SLE,F1981,0.28
SLE,F1982,0.352
SLE,F1983,0.571
SLE,F1984,0.377
SLE,F1985,0.254
SLE,F1986,-0.12
SLE,F1987,0.722
SLE,F1988,0.626
SLE,F1989,0.157
SLE,F1990,0.5
SLE,F1991,0.618
SLE,F1992,0.241
SLE,F1993,0.556
SLE,F1994,0.465
SLE,F1995,0.477
SLE,F1996,0.599
SLE,F1997,0.756
SLE,F1998,1.037
SLE,F1999,0.59
SLE,F2000,
SLE,F2001,0.848
SLE,F2002,1.005
SLE,F2003,0.814
SLE,F2004,1.034
SLE,F2005,1.194
SLE,F2006,1.109
SLE,F2007,0.795
SLE,F2008,1.243
SLE,F2009,0.9
SLE,F2010,1.405
SLE,F2011,1.134
SLE,F2012,0.533
SLE,F2013,1.058
SLE,F2014,1.037
SLE,F2015,1.16
SLE,F2016,1.086
SLE,F2017,1.728
SLE,F2018,1.234
SLE,F2019,1.561
SLE,F2020,1.526
SLE,F2021,1.565
SLE,F2022,1.328
SLV,F1961,-0.073
SLV,F1962,-0.248
SLV,F1963,-0.157
SLV,F1964,-0.026
SLV,F1965,-0.074
SLV,F1966,0.115
SLV,F1967,-0.423
SLV,F1968,-0.319
SLV,F1969,0.28
SLV,F1970,-0.031
SLV,F1971,-0.27
SLV,F1972,0.395
SLV,F1973,0.402
SLV,F1974,-0.311
SLV,F1975,0.057
SLV,F1976,-0.212
SLV,F1977,0.451
SLV,F1978,0.157
SLV,F1979,0.462
SLV,F1980,0.395
SLV,F1981,0.046
SLV,F1982,0.372
SLV,F1983,0.716
SLV,F1984,0.062
SLV,F1985,0.158
SLV,F1986,0.222
SLV,F1987,0.627
SLV,F1988,0.596
SLV,F1989,0.237
SLV,F1990,0.492
SLV,F1991,0.584
SLV,F1992,0.583
SLV,F1993,0.331
SLV,F1994,0.641
SLV,F1995,0.556
SLV,F1996,0.078
SLV,F1997,0.752
SLV,F1998,0.847
SLV,F1999,0.301
SLV,F2000,0.318
SLV,F2001,0.572
SLV,F2002,0.69
SLV,F2003,0.878
SLV,F2004,0.639
SLV,F2005,0.513
SLV,F2006,0.495
SLV,F2007,0.43
SLV,F2008,0.199
SLV,F2009,0.788
SLV,F2010,0.496
SLV,F2011,0.508
SLV,F2012,0.634
SLV,F2013,0.619
SLV,F2014,0.654
SLV,F2015,1.285
SLV,F2016,1.26
SLV,F2017,0.723
SLV,F2018,0.774
SLV,F2019,0.972
SLV,F2020,1.484
SLV,F2021,0.999
SLV,F2022,0.658
SMR,F1961,0.925
SMR,F1962,-0.116
SMR,F1963,-0.388
SMR,F1964,-0.098
SMR,F1965,-0.406
SMR,F1966,0.403
SMR,F1967,0.385
SMR,F1968,-0.028
SMR,F1969,-0.103
SMR,F1970,-0.096
SMR,F1971,-0.132
SMR,F1972,-0.043
SMR,F1973,0.003
SMR,F1974,-0.038
SMR,F1975,0.254
SMR,F1976,-0.425
SMR,F1977,0.337
SMR,F1978,-0.585
SMR,F1979,0.028
SMR,F1980,-0.454
SMR,F1981,-0.328
SMR,F1982,0.407
SMR,F1983,0.426
SMR,F1984,-0.58
SMR,F1985,0.178
SMR,F1986,0.338
SMR,F1987,0.103
SMR,F1988,0.771
SMR,F1989,0.278
SMR,F1990,1.001
SMR,F1991,-0.085
SMR,F1992,0.508
SMR,F1993,0.546
SMR,F1994,1.516
SMR,F1995,0.288
SMR,F1996,0.199
SMR,F1997,0.919
SMR,F1998,1.113
SMR,F1999,0.846
SMR,F2000,1.403
SMR,F2001,1.684
SMR,F2002,1.135
SMR,F2003,1.636
SMR,F2004,0.852
SMR,F2005,0.408
SMR,F2006,0.832
SMR,F2007,1.808
SMR,F2008,1.26
SMR,F2009,1.362
SMR,F2010,0.696
SMR,F2011,1.28
SMR,F2012,1.687
SMR,F2013,0.992
SMR,F2014,1.607
SMR,F2015,1.833
SMR,F2016,1.768
SMR,F2017,1.7
SMR,F2018,1.971
SMR,F2019,1.822
SMR,F2020,1.995
SMR,F2021,1.529
SMR,F2022,2.115
SOM,F1961,0.333
SOM,F1962,-0.028
SOM,F1963,-0.211
SOM,F1964,0.027
SOM,F1965,-0.388
SOM,F1966,0.173
SOM,F1967,-0.09
SOM,F1968,-0.591
SOM,F1969,0.018
SOM,F1970,0.079
SOM,F1971,-0.245
SOM,F1972,0.298
SOM,F1973,0.571
SOM,F1974,-0.027
SOM,F1975,0.128
SOM,F1976,0.264
SOM,F1977,0.493
SOM,F1978,0.249
SOM,F1979,0.07
SOM,F1980,0.651
SOM,F1981,0.121
SOM,F1982,0.336
SOM,F1983,0.454
SOM,F1984,-0.001
SOM,F1985,0.007
SOM,F1986,0.097
SOM,F1987,0.869
SOM,F1988,0.719
SOM,F1989,-0.101
SOM,F1990,0.108
SOM,F1991,0.228
SOM,F1992,0.531
SOM,F1993,0.162
SOM,F1994,0.499
SOM,F1995,0.461
SOM,F1996,0.619
SOM,F1997,0.423
SOM,F1998,0.617
SOM,F1999,0.388
SOM,F2000,0.421
SOM,F2001,0.83
SOM,F2002,0.82
SOM,F2003,1.047
SOM,F2004,0.465
SOM,F2005,1.07
SOM,F2006,0.845
SOM,F2007,0.958
SOM,F2008,0.677
SOM,F2009,1.29
SOM,F2010,1.091
SOM,F2011,1.057
SOM,F2012,0.976
SOM,F2013,1.089
SOM,F2014,1.121
SOM,F2015,1.467
SOM,F2016,1.267
SOM,F2017,1.623
SOM,F2018,0.709
SOM,F2019,1.528
SOM,F2020,1.724
SOM,F2021,1.532
SOM,F2022,1.449
SPM,F1961,-0.04
SPM,F1962,-0.121
SPM,F1963,-0.19
SPM,F1964,-0.529
SPM,F1965,-0.51
SPM,F1966,0.099
SPM,F1967,0.183
SPM,F1968,0.053
SPM,F1969,0.562
SPM,F1970,0.953
SPM,F1971,0.268
SPM,F1972,-1.278
SPM,F1973,-0.809
SPM,F1974,-0.982
SPM,F1975,-0.731
SPM,F1976,-0.149
SPM,F1977,-0.148
SPM,F1978,-0.343
SPM,F1979,0.429
SPM,F1980,-0.236
SPM,F1981,0.971
SPM,F1982,-0.502
SPM,F1983,0.743
SPM,F1984,0.119
SPM,F1985,-1.048
SPM,F1986,-0.735
SPM,F1987,-0.073
SPM,F1988,0.197
SPM,F1989,-0.408
SPM,F1990,-0.739
SPM,F1991,-0.7
SPM,F1992,-1.344
SPM,F1993,-1.061
SPM,F1994,-0.297
SPM,F1995,-0.276
SPM,F1996,0.114
SPM,F1997,-0.37
SPM,F1998,0.736
SPM,F1999,1.663
SPM,F2000,1.095
SPM,F2001,0.522
SPM,F2002,0.009
SPM,F2003,0.166
SPM,F2004,0.562
SPM,F2005,0.898
SPM,F2006,1.813
SPM,F2007,0.385
SPM,F2008,0.444
SPM,F2009,0.69
SPM,F2010,1.311
SPM,F2011,1.147
SPM,F2012,1.992
SPM,F2013,1.292
SPM,F2014,0.375
SPM,F2015,0.106
SPM,F2016,0.854
SPM,F2017,0.36
SPM,F2018,0.682
SPM,F2019,0.05
SPM,F2020,0.742
SPM,F2021,2.32
SPM,F2022,1.944
SRB,F1961,
SRB,F1962,
SRB,F1963,
SRB,F1964,
SRB,F1965,
SRB,F1966,
SRB,F1967,
SRB,F1968,
SRB,F1969,
SRB,F1970,
SRB,F1971,
SRB,F1972,
SRB,F1973,
SRB,F1974,
SRB,F1975,
SRB,F1976,
SRB,F1977,
SRB,F1978,
SRB,F1979,
SRB,F1980,
SRB,F1981,
SRB,F1982,
SRB,F1983,
SRB,F1984,
SRB,F1985,
SRB,F1986,
SRB,F1987,
SRB,F1988,
SRB,F1989,
SRB,F1990,
SRB,F1991,
SRB,F1992,
SRB,F1993,
SRB,F1994,
SRB,F1995,
SRB,F1996,
SRB,F1997,
SRB,F1998,
SRB,F1999,
SRB,F2000,
SRB,F2001,
SRB,F2002,
SRB,F2003,
SRB,F2004,
SRB,F2005,
SRB,F2006,0.555
SRB,F2007,1.888
SRB,F2008,1.339
SRB,F2009,1.364
SRB,F2010,1.161
SRB,F2011,0.736
SRB,F2012,1.692
SRB,F2013,1.413
SRB,F2014,1.596
SRB,F2015,1.743
SRB,F2016,1.698
SRB,F2017,1.276
SRB,F2018,2.317
SRB,F2019,2.087
SRB,F2020,1.816
SRB,F2021,1.594
SRB,F2022,1.938
SSD,F1961,
SSD,F1962,
SSD,F1963,
SSD,F1964,
SSD,F1965,
SSD,F1966,
SSD,F1967,
SSD,F1968,
SSD,F1969,
SSD,F1970,
SSD,F1971,
SSD,F1972,
SSD,F1973,
SSD,F1974,
SSD,F1975,
SSD,F1976,
SSD,F1977,
SSD,F1978,
SSD,F1979,
SSD,F1980,
SSD,F1981,
SSD,F1982,
SSD,F1983,
SSD,F1984,
SSD,F1985,
SSD,F1986,
SSD,F1987,
SSD,F1988,
SSD,F1989,
SSD,F1990,
SSD,F1991,
SSD,F1992,
SSD,F1993,
SSD,F1994,
SSD,F1995,
SSD,F1996,
SSD,F1997,
SSD,F1998,
SSD,F1999,
SSD,F2000,
SSD,F2001,
SSD,F2002,
SSD,F2003,
SSD,F2004,
SSD,F2005,
SSD,F2006,
SSD,F2007,
SSD,F2008,
SSD,F2009,
SSD,F2010,
SSD,F2011,1.462
SSD,F2012,1.254
SSD,F2013,1.325
SSD,F2014,0.965
SSD,F2015,1.139
SSD,F2016,1.292
SSD,F2017,1.299
SSD,F2018,1.192
SSD,F2019,1.001
SSD,F2020,0.69
SSD,F2021,1.168
SSD,F2022,0.983
STP,F1961,-0.108
STP,F1962,-0.054
STP,F1963,0.249
STP,F1964,-0.148
STP,F1965,-0.11
STP,F1966,0.22
STP,F1967,-0.074
STP,F1968,-0.042
STP,F1969,0.14
STP,F1970,0.196
STP,F1971,-0.085
STP,F1972,-0.042
STP,F1973,0.466
STP,F1974,-0.097
STP,F1975,-0.115
STP,F1976,-0.351
STP,F1977,0.198
STP,F1978,0.127
STP,F1979,0.379
STP,F1980,0.248
STP,F1981,0.202
STP,F1982,-0.019
STP,F1983,0.161
STP,F1984,0.391
STP,F1985,0.093
STP,F1986,-0.098
STP,F1987,0.43
STP,F1988,0.375
STP,F1989,-0.151
STP,F1990,
STP,F1991,
STP,F1992,-0.07
STP,F1993,0.374
STP,F1994,0.274
STP,F1995,0.845
STP,F1996,
STP,F1997,
STP,F1998,1.175
STP,F1999,0.881
STP,F2000,0.408
STP,F2001,0.319
STP,F2002,0.779
STP,F2003,1.013
STP,F2004,0.835
STP,F2005,0.684
STP,F2006,0.696
STP,F2007,0.919
STP,F2008,0.644
STP,F2009,0.891
STP,F2010,1.049
STP,F2011,0.735
STP,F2012,0.802
STP,F2013,0.851
STP,F2014,0.945
STP,F2015,0.866
STP,F2016,1.56
STP,F2017,1.289
STP,F2018,1.007
STP,F2019,1.393
STP,F2020,1.624
STP,F2021,1.398
STP,F2022,1.321
SUR,F1961,-0.067
SUR,F1962,-0.046
SUR,F1963,-0.055
SUR,F1964,0.047
SUR,F1965,0.001
SUR,F1966,0.242
SUR,F1967,-0.092
SUR,F1968,-0.277
SUR,F1969,0.507
SUR,F1970,0.22
SUR,F1971,-0.429
SUR,F1972,-0.077
SUR,F1973,0.12
SUR,F1974,-0.348
SUR,F1975,-0.364
SUR,F1976,-0.05
SUR,F1977,0.128
SUR,F1978,0.073
SUR,F1979,0.299
SUR,F1980,0.28
SUR,F1981,0.219
SUR,F1982,0.228
SUR,F1983,0.453
SUR,F1984,-0.252
SUR,F1985,0.001
SUR,F1986,0.126
SUR,F1987,0.734
SUR,F1988,0.561
SUR,F1989,0.069
SUR,F1990,0.31
SUR,F1991,0.337
SUR,F1992,0.579
SUR,F1993,0.286
SUR,F1994,0.305
SUR,F1995,0.827
SUR,F1996,0.922
SUR,F1997,0.775
SUR,F1998,1.357
SUR,F1999,0.614
SUR,F2000,0.657
SUR,F2001,0.781
SUR,F2002,1.01
SUR,F2003,1.069
SUR,F2004,1.097
SUR,F2005,1.426
SUR,F2006,1.003
SUR,F2007,0.98
SUR,F2008,1.076
SUR,F2009,1.414
SUR,F2010,1.509
SUR,F2011,1.074
SUR,F2012,0.986
SUR,F2013,1.118
SUR,F2014,1.136
SUR,F2015,1.309
SUR,F2016,1.79
SUR,F2017,1.439
SUR,F2018,1.25
SUR,F2019,1.53
SUR,F2020,1.682
SUR,F2021,1.277
SUR,F2022,1.296
SVK,F1961,
SVK,F1962,
SVK,F1963,
SVK,F1964,
SVK,F1965,
SVK,F1966,
SVK,F1967,
SVK,F1968,
SVK,F1969,
SVK,F1970,
SVK,F1971,
SVK,F1972,
SVK,F1973,
SVK,F1974,
SVK,F1975,
SVK,F1976,
SVK,F1977,
SVK,F1978,
SVK,F1979,
SVK,F1980,
SVK,F1981,
SVK,F1982,
SVK,F1983,
SVK,F1984,
SVK,F1985,
SVK,F1986,
SVK,F1987,
SVK,F1988,
SVK,F1989,
SVK,F1990,
SVK,F1991,
SVK,F1992,
SVK,F1993,0.034
SVK,F1994,1.702
SVK,F1995,0.686
SVK,F1996,-0.418
SVK,F1997,-0.258
SVK,F1998,1.021
SVK,F1999,0.768
SVK,F2000,1.621
SVK,F2001,1.237
SVK,F2002,1.376
SVK,F2003,0.648
SVK,F2004,0.539
SVK,F2005,0.395
SVK,F2006,0.629
SVK,F2007,2.148
SVK,F2008,1.523
SVK,F2009,1.496
SVK,F2010,0.685
SVK,F2011,0.84
SVK,F2012,1.569
SVK,F2013,0.949
SVK,F2014,2.379
SVK,F2015,2.122
SVK,F2016,1.959
SVK,F2017,1.276
SVK,F2018,2.549
SVK,F2019,2.42
SVK,F2020,2.027
SVK,F2021,1.287
SVK,F2022,2.018
SVN,F1961,
SVN,F1962,
SVN,F1963,
SVN,F1964,
SVN,F1965,
SVN,F1966,
SVN,F1967,
SVN,F1968,
SVN,F1969,
SVN,F1970,
SVN,F1971,
SVN,F1972,
SVN,F1973,
SVN,F1974,
SVN,F1975,
SVN,F1976,
SVN,F1977,
SVN,F1978,
SVN,F1979,
SVN,F1980,
SVN,F1981,
SVN,F1982,
SVN,F1983,
SVN,F1984,
SVN,F1985,
SVN,F1986,
SVN,F1987,
SVN,F1988,
SVN,F1989,
SVN,F1990,
SVN,F1991,
SVN,F1992,1.156
SVN,F1993,0.56
SVN,F1994,1.865
SVN,F1995,0.796
SVN,F1996,-0.12
SVN,F1997,0.464
SVN,F1998,1.359
SVN,F1999,0.867
SVN,F2000,1.782
SVN,F2001,1.706
SVN,F2002,1.498
SVN,F2003,1.426
SVN,F2004,0.726
SVN,F2005,0.476
SVN,F2006,0.86
SVN,F2007,2.165
SVN,F2008,1.574
SVN,F2009,1.628
SVN,F2010,0.769
SVN,F2011,1.354
SVN,F2012,1.931
SVN,F2013,1.234
SVN,F2014,2.431
SVN,F2015,2.125
SVN,F2016,2.046
SVN,F2017,1.721
SVN,F2018,2.412
SVN,F2019,2.34
SVN,F2020,2.228
SVN,F2021,1.524
SVN,F2022,2.435
SWE,F1961,1.563
SWE,F1962,-0.69
SWE,F1963,-0.458
SWE,F1964,0.393
SWE,F1965,-0.223
SWE,F1966,-1.672
SWE,F1967,0.83
SWE,F1968,-0.929
SWE,F1969,-0.207
SWE,F1970,-1.098
SWE,F1971,0.03
SWE,F1972,0.791
SWE,F1973,1.145
SWE,F1974,0.935
SWE,F1975,1.574
SWE,F1976,-0.11
SWE,F1977,-0.466
SWE,F1978,-0.075
SWE,F1979,-1.091
SWE,F1980,-0.569
SWE,F1981,-0.228
SWE,F1982,-0.134
SWE,F1983,0.911
SWE,F1984,0.583
SWE,F1985,-1.036
SWE,F1986,-0.493
SWE,F1987,-1.201
SWE,F1988,0.726
SWE,F1989,1.998
SWE,F1990,1.692
SWE,F1991,1.025
SWE,F1992,1.374
SWE,F1993,0.806
SWE,F1994,0.195
SWE,F1995,1.263
SWE,F1996,-0.164
SWE,F1997,0.981
SWE,F1998,0.561
SWE,F1999,1.362
SWE,F2000,1.721
SWE,F2001,1.071
SWE,F2002,1.566
SWE,F2003,0.914
SWE,F2004,1.198
SWE,F2005,1.825
SWE,F2006,1.485
SWE,F2007,1.938
SWE,F2008,1.954
SWE,F2009,1.432
SWE,F2010,-0.279
SWE,F2011,1.267
SWE,F2012,1.313
SWE,F2013,0.857
SWE,F2014,2.704
SWE,F2015,2.069
SWE,F2016,1.841
SWE,F2017,1.588
SWE,F2018,1.844
SWE,F2019,1.568
SWE,F2020,2.943
SWE,F2021,1.846
SWE,F2022,2.11
SWZ,F1961,0.268
SWZ,F1962,0.433
SWZ,F1963,-0.21
SWZ,F1964,0.022
SWZ,F1965,-0.224
SWZ,F1966,0.295
SWZ,F1967,-0.274
SWZ,F1968,-0.431
SWZ,F1969,0.346
SWZ,F1970,0.5
SWZ,F1971,-0.002
SWZ,F1972,-0.395
SWZ,F1973,0.112
SWZ,F1974,-0.233
SWZ,F1975,-0.353
SWZ,F1976,-0.436
SWZ,F1977,0.305
SWZ,F1978,0.188
SWZ,F1979,0.234
SWZ,F1980,-0.13
SWZ,F1981,-0.429
SWZ,F1982,0.17
SWZ,F1983,0.915
SWZ,F1984,-0.04
SWZ,F1985,0.571
SWZ,F1986,0.321
SWZ,F1987,0.567
SWZ,F1988,0.608
SWZ,F1989,0.142
SWZ,F1990,0.281
SWZ,F1991,0.53
SWZ,F1992,1.147
SWZ,F1993,0.733
SWZ,F1994,-0.006
SWZ,F1995,0.585
SWZ,F1996,-0.042
SWZ,F1997,0.235
SWZ,F1998,0.991
SWZ,F1999,0.505
SWZ,F2000,-0.061
SWZ,F2001,0.517
SWZ,F2002,0.601
SWZ,F2003,0.715
SWZ,F2004,0.525
SWZ,F2005,1.153
SWZ,F2006,0.365
SWZ,F2007,1.133
SWZ,F2008,0.64
SWZ,F2009,0.383
SWZ,F2010,1.287
